uid,name,city,state,country,latitude,longitude,url
262,The Russian Ecclesiastical Mission in Jerusalem,Jerusalem,,Israel,31.7788724590312,35.2451062202454,https://directory.stinnocentpress.com/viewparish.cgi?Uid=262&lang=en
264,Russian Convent of the Ascension on the Mount of Olives (Eleon),Jerusalem,,Israel,31.768319,35.21371,https://directory.stinnocentpress.com/viewparish.cgi?Uid=264&lang=en
153,Skete of St. Chariton,Wadi Fara,,Israel,31.8333966242948,35.316721200943,https://directory.stinnocentpress.com/viewparish.cgi?Uid=153&lang=en
251,Chiesa Russa Ortodossa di San Nicola,Bari,,Italy,41.109535,16.871951,https://directory.stinnocentpress.com/viewparish.cgi?Uid=251&lang=en
680,Church of the Nativity of Christ and St Nicholas the Wonderworker,Firenze FI,,Italy,43.7831912,11.2547367,https://directory.stinnocentpress.com/viewparish.cgi?Uid=680&lang=en
679,"Church of Christ the Saviour, St Katherine the Great-Martyr and St Seraphim of Sarov",Sanremo IM,,Italy,43.8145974,7.7703922,https://directory.stinnocentpress.com/viewparish.cgi?Uid=679&lang=en
560,St. Timothy the Apostle Orthodox Church,Kingston,,Jamaica,18.0695959,-76.7882414,https://directory.stinnocentpress.com/viewparish.cgi?Uid=560&lang=en
562,St. Moses the Black Orthodox Church,Trelawny,,Jamaica,18.494658,-77.6539774,https://directory.stinnocentpress.com/viewparish.cgi?Uid=562&lang=en
87,Eglise des Sts. Apotres Pierre et Paul,Luxembourg,,Luxembourg,49.614217,6.119263,https://directory.stinnocentpress.com/viewparish.cgi?Uid=87&lang=en
80,Sacrosanto Monasterio de la Santisima Trinidad,Mexico City,,Mexico,19.4298901,-99.1675336,https://directory.stinnocentpress.com/viewparish.cgi?Uid=80&lang=en
164,Holy Dormition Church,Casablanca,,Morocco,33.582102,-7.62269200000003,https://directory.stinnocentpress.com/viewparish.cgi?Uid=164&lang=en
250,Heilige Maria van Egypte,Aalsmeer,,Netherlands,52.2846988,4.7991329,https://directory.stinnocentpress.com/viewparish.cgi?Uid=250&lang=en
209,Eglise de la Protection de la MÃ¨re de Dieu,Arnhem,,Netherlands,51.9870966,5.8975357,https://directory.stinnocentpress.com/viewparish.cgi?Uid=209&lang=en
636,Diocesan Mission in Maastricht,Postbus,,Netherlands,50.8513682,5.6909725,https://directory.stinnocentpress.com/viewparish.cgi?Uid=636&lang=en
313,Church of the Resurrection of Christ,Auckland,,New Zealand,-36.9051794,174.7412546,https://directory.stinnocentpress.com/viewparish.cgi?Uid=313&lang=en
314,St. Nicholas Church,Christchurch,,New Zealand,-43.547296,172.639589,https://directory.stinnocentpress.com/viewparish.cgi?Uid=314&lang=en
315,Christ the Savior Church,Wellington,,New Zealand,-41.309715,174.824898,https://directory.stinnocentpress.com/viewparish.cgi?Uid=315&lang=en
526,"monasterio San Antonio el Grande,",Bosco,,Nicaragua,-40.8261434,-63.0266339,https://directory.stinnocentpress.com/viewparish.cgi?Uid=526&lang=en
612,Mision San Juan de Shanghai y San Fransisco,Matagalpa,,Nicaragua,12.9290069,-85.9151211,https://directory.stinnocentpress.com/viewparish.cgi?Uid=612&lang=en
693,St. Michael the Archangel Orthodox Mission,,,Pakistan,30.375321,69.345116,https://directory.stinnocentpress.com/viewparish.cgi?Uid=693&lang=en
285,Ð†glesÑ–Ð° ÐžrtÐ¾dÐ¾xÐ° RusÐ° de lÐ° VÑ–rgen del ÐmÑ€Ð°rÐ¾,Asuncion,,Paraguay,-25.2936,-57.64187,https://directory.stinnocentpress.com/viewparish.cgi?Uid=285&lang=en
286,Ð†glesÑ–Ð° ÐžrtÐ¾dÐ¾xÐ° RusÐ° de SÐ°n NÑ–cÐ¾lÐ°s,Encarnacion,,Paraguay,-27.339758,-55.866362,https://directory.stinnocentpress.com/viewparish.cgi?Uid=286&lang=en
688,"Santa Maria, Philippines. Mission of St. John Maximovitch",Davao del Sur,,Philippines,6.7662687,125.3284269,https://directory.stinnocentpress.com/viewparish.cgi?Uid=688&lang=en
692,Iveron Mother of God Mission Chapel,Easter Samar,,Philippines,11.041944,125.690278,https://directory.stinnocentpress.com/viewparish.cgi?Uid=692&lang=en
689,Orthodox community of St. Nikolai,Manila,,Philippines,14.5995124,120.9842195,https://directory.stinnocentpress.com/viewparish.cgi?Uid=689&lang=en
690,Leyte. St. Nikolai of Zicha Orthodox Church,"Palo, Leyte",,Philippines,11.176904,124.9809758,https://directory.stinnocentpress.com/viewparish.cgi?Uid=690&lang=en
334,Communaute de la Protection de la Mere de Dieu,Oeiras,,Portugal,38.695141,-9.308068,https://directory.stinnocentpress.com/viewparish.cgi?Uid=334&lang=en
684,Korean Orthodox Mission,,,South Korea,35.907757,127.766922,https://directory.stinnocentpress.com/viewparish.cgi?Uid=684&lang=en
398,"Korean Orthodox MIssion, St. John the Theologian Parish","Okgye-dong, Gumi",,South Korea,36.145215,128.4169525,https://directory.stinnocentpress.com/viewparish.cgi?Uid=398&lang=en
343,Holy Trinity Skete and St. Anna Church,"Samchok-si, Kangwon-do",,South Korea,37.7533440131066,128.7158203125,https://directory.stinnocentpress.com/viewparish.cgi?Uid=343&lang=en
637,Parroquia de San SimeÃ³n Nuevo TeÃ³logo y S. Innokentii de MoscÃº,Alicante,,Spain,38.346389,-0.4959454,https://directory.stinnocentpress.com/viewparish.cgi?Uid=637&lang=en
500,Chapelle du Saint Archange Michel,Cadiz,,Spain,36.5316276,-6.1895826,https://directory.stinnocentpress.com/viewparish.cgi?Uid=500&lang=en
501,Chapelle de Saint Basile,Cadiz,,Spain,36.4697052,-6.192104,https://directory.stinnocentpress.com/viewparish.cgi?Uid=501&lang=en
638,MisiÃ³n parroquial ortodoxa de San SerafÃ­n de Sarov y San Vicente MÃ¡rtir,Elche,,Spain,38.2619721,-0.7089828,https://directory.stinnocentpress.com/viewparish.cgi?Uid=638&lang=en
152,Communaute Saint Georges,Madrid,,Spain,40.33666,-3.697826,https://directory.stinnocentpress.com/viewparish.cgi?Uid=152&lang=en
504,Monasterio de San Isidoro de Sevilla,Sevilla,,Spain,37.691238,-6.31426099999999,https://directory.stinnocentpress.com/viewparish.cgi?Uid=504&lang=en
502,Chapelle de San Serafin de Sarov,Sevilla,,Spain,37.3954009,-5.9827894,https://directory.stinnocentpress.com/viewparish.cgi?Uid=502&lang=en
635,Kirche des Hl Nikolai,Basel,,Switzerland,47.5691379,7.594605,https://directory.stinnocentpress.com/viewparish.cgi?Uid=635&lang=en
253,Eglise Saint Nicolas,Basel-Stadt,,Switzerland,47.569109,7.594529,https://directory.stinnocentpress.com/viewparish.cgi?Uid=253&lang=en
254,Eglise de la Sainte-Trinite,Bern,,Switzerland,46.948833,7.453633,https://directory.stinnocentpress.com/viewparish.cgi?Uid=254&lang=en
406,"Diocesan Administration, Diocese of Geneva and Western Europe",Geneve,,Switzerland,46.1970764,6.1566282,https://directory.stinnocentpress.com/viewparish.cgi?Uid=406&lang=en
88,Cathedrale de la Exaltation de la Sainte Croix,Geneve,,Switzerland,46.198567,6.153648,https://directory.stinnocentpress.com/viewparish.cgi?Uid=88&lang=en
257,House Church of Great Martyr Panteleimon,"Leysin, Vaud",,Switzerland,46.3418320391176,7.0118522644043,https://directory.stinnocentpress.com/viewparish.cgi?Uid=257&lang=en
256,Eglise de la Nativite du Christ,Pully,,Switzerland,46.505921,6.650697,https://directory.stinnocentpress.com/viewparish.cgi?Uid=256&lang=en
258,Eglise Sainte Barbara,Vevey,,Switzerland,46.461868,6.84574,https://directory.stinnocentpress.com/viewparish.cgi?Uid=258&lang=en
259,Eglise de la Protection de la Mere de Dieu,Zurich,,Switzerland,47.379732,8.546938,https://directory.stinnocentpress.com/viewparish.cgi?Uid=259&lang=en
640,Kirche Hl. Pokrov,ZÃ¼rich,,Switzerland,47.3797476,8.5469245,https://directory.stinnocentpress.com/viewparish.cgi?Uid=640&lang=en
158,St. Andrew Orthodox Church,Karakoy,,Turkey,41.024539,28.978868,https://directory.stinnocentpress.com/viewparish.cgi?Uid=158&lang=en
99,Holy Annunciation Church of Bukasa Island,,,Uganda,-0.432754216642157,32.499532699585,https://directory.stinnocentpress.com/viewparish.cgi?Uid=99&lang=en
517,The Parish of St John the Wonderworker of Shanghai and San Francisco,Belfast,,United Kingdom,54.6229257,-5.9330107,https://directory.stinnocentpress.com/viewparish.cgi?Uid=517&lang=en
322,St. John the Wonderworker Orthodox Church,Colchester,,United Kingdom,51.8818755865046,0.909955501556396,https://directory.stinnocentpress.com/viewparish.cgi?Uid=322&lang=en
629,Mission of St John the Forerunner and Baptist,Durham,,United Kingdom,54.7750759,-1.6489959,https://directory.stinnocentpress.com/viewparish.cgi?Uid=629&lang=en
462,Monastery of the Holy Unmercenary Healer Pantaleimon,Essex,,United Kingdom,51.7982147,1.1186524,https://directory.stinnocentpress.com/viewparish.cgi?Uid=462&lang=en
678,Parish Community of the Holy Prince St Vladimir,Gloucestershire,,United Kingdom,51.9131294,-2.0455652,https://directory.stinnocentpress.com/viewparish.cgi?Uid=678&lang=en
514,St. Bride Western-Rite Stavropegial Orthodox Hermitage,Kilmun,,United Kingdom,55.9937062,-4.93428849999998,https://directory.stinnocentpress.com/viewparish.cgi?Uid=514&lang=en
628,Russian Orthodox Mission of St Nicholas,Liverpool,,United Kingdom,53.3856564,-3.0521832,https://directory.stinnocentpress.com/viewparish.cgi?Uid=628&lang=en
345,Cathedral of the Dormition of the Mother of God and the Holy Royal Martyrs,London,,United Kingdom,51.4898258,-0.276024,https://directory.stinnocentpress.com/viewparish.cgi?Uid=345&lang=en
675,Parish of St Alexander Nevsky,Norfolk,,United Kingdom,52.6365169,1.2889025,https://directory.stinnocentpress.com/viewparish.cgi?Uid=675&lang=en
490,St. Edmund the Martyr Stavropegial Western-Rite Orthodox Church,Nottingham,,United Kingdom,52.9729527,-1.0822999,https://directory.stinnocentpress.com/viewparish.cgi?Uid=490&lang=en
408,"Diocesan Administration, Diocese of Great Britain and Ireland","Prenton, Wirral",,United Kingdom,53.3856684,-3.05239879999999,https://directory.stinnocentpress.com/viewparish.cgi?Uid=408&lang=en
676,St Leonards on Sea: Parish of Christ the All-Merciful Saviour,St Leonards on Sea,,United Kingdom,50.8549608,0.5510868,https://directory.stinnocentpress.com/viewparish.cgi?Uid=676&lang=en
382,Church of the Mother of God &quot;Joy of All Who Sorrow&quot;,Suffolk,,United Kingdom,52.4621521,1.4870033,https://directory.stinnocentpress.com/viewparish.cgi?Uid=382&lang=en
677,Mission Parish of St Chad of Lichfield,Telford,,United Kingdom,52.7240856,-2.4317022,https://directory.stinnocentpress.com/viewparish.cgi?Uid=677&lang=en
344,Wallasey: St. Elisabeth the New Martyr Church,Wallasey,,United Kingdom,53.4270341,-3.0421126,https://directory.stinnocentpress.com/viewparish.cgi?Uid=344&lang=en
464,Pan-Orthodox Chapel of the Life-Giving Spring,Walsingham,,United Kingdom,52.8946704,0.8759113,https://directory.stinnocentpress.com/viewparish.cgi?Uid=464&lang=en
447,St. Nectan Western-Rite Stavropigial Orthodox Mission,Weston super Mare,,United Kingdom,51.3226061,-2.97611419999998,https://directory.stinnocentpress.com/viewparish.cgi?Uid=447&lang=en
287,Iglesia Ortodoxa Rusa de la Resurreccion,Montevideo,,Uruguay,-34.88151,-56.179481,https://directory.stinnocentpress.com/viewparish.cgi?Uid=287&lang=en
